-0.03194445,0.009722223,-1.019444
-0.03194445,0.01111111,-1.013889
-0.03194445,0.01111111,-1.013889
-0.03194445,0.01111111,-1.013889
-0.01666667,0.009722223,-1.0125
-0.01666667,0.009722223,-1.0125
-0.01666667,0.009722223,-1.0125
-0.0125,0.005555556,-1.009722
-0.0125,0.005555556,-1.009722
-0.02361111,0.002777778,-1.019444
-0.02361111,0.002777778,-1.019444
-0.01527778,0.009722223,-1.005556
-0.01527778,0.009722223,-1.005556
-0.03055556,0.006944445,-1.0125
-0.01527778,0.001388889,-1.002778
-0.01527778,0.001388889,-1.002778
-0.01527778,0.001388889,-1.002778
-0.02777778,0.02083333,-1.019444
-0.02916667,0.02083333,-1.018056
-0.02916667,0.02083333,-1.018056
-0.01388889,0.006944445,-1.0125
-0.025,0.006944445,-1.025
-0.025,0.006944445,-1.025
-0.025,0.006944445,-1.025
-0.02083333,0.005555556,-1.015278
-0.01388889,0.001388889,-1.016667
-0.01388889,0.001388889,-1.016667
-0.01388889,0.001388889,-1.016667
-0.02638889,0.01666667,-1.022222
-0.02638889,0.01666667,-1.022222
-0.02638889,0.01666667,-1.022222
-0.02638889,0.01666667,-1.022222
-0.02638889,0.01666667,-1.022222
-0.02638889,0.01666667,-1.022222
-0.01944445,0.002777778,-1.019444
-0.01944445,0.002777778,-1.019444
-0.02916667,0.01944445,-1.018056
-0.02916667,0.01944445,-1.018056
-0.0125,0.002777778,-1.018056
-0.01944445,0.01527778,-1.015278
-0.01944445,0.01527778,-1.015278
-0.01944445,0.01527778,-1.015278
-0.02777778,0.01111111,-1.009722
-0.025,0.01527778,-1.015278
-0.02222222,0.01805556,-1.018056
-0.02222222,0.01805556,-1.018056
-0.01805556,0.01944445,-1.013889
-0.01805556,0.01944445,-1.013889
-0.01944445,0.01527778,-1.011111
-0.01944445,0.01527778,-1.011111
-0.01944445,0.01527778,-1.011111
-0.01944445,0.0125,-1.018056
-0.01944445,0.0125,-1.018056
-0.025,0.004166667,-1.011111
-0.025,0.004166667,-1.011111
-0.01805556,0.002777778,-1.015278
-0.01805556,0.002777778,-1.015278
-0.01944445,0.005555556,-1.016667
-0.01388889,0.006944445,-1.019444
-0.01388889,0.006944445,-1.019444
-0.02638889,0.009722223,-1.019444
-0.02638889,0.009722223,-1.019444
-0.02361111,0.01111111,-1.011111
-0.02916667,0.005555556,-1.011111
-0.01527778,0.002777778,-1.018056
-0.01527778,0.002777778,-1.018056
-0.0125,0.002777778,-1.009722
-0.0125,0.002777778,-1.009722
-0.02083333,0.02083333,-1.018056
-0.01944445,0.01944445,-1.015278
-0.02777778,0.008333334,-1.013889
-0.02083333,0.01388889,-1.008333
-0.01944445,0.005555556,-1.0125
-0.01944445,0.01944445,-1.020833
-0.01805556,0.02222222,-1.009722
-0.02222222,0.008333334,-1.016667
-0.025,0.009722223,-1.016667
-0.025,0.009722223,-1.016667
-0.025,0.009722223,-1.016667
-0.01527778,0.002777778,-1.015278
-0.01527778,0.002777778,-1.015278
-0.01666667,0.004166667,-1.019444
-0.01944445,0.01805556,-1.019444
-0.01944445,0.01805556,-1.019444
-0.02361111,0.02222222,-1.015278
-0.02361111,0.02222222,-1.015278
-0.01666667,0.01527778,-1.015278
-0.01805556,0.002777778,-1.009722
-0.01805556,0.002777778,-1.009722
-0.01527778,0.01666667,-1.015278
